id,name,state,min_x,min_y,max_x,max_y
6867,Schönberg,Bayern,13.15002797,48.70748861,13.50707384,48.970779
6868,Hinterschmiding,Bayern,13.42878723,48.71050377,13.81722221,48.94408159
6869,Philippsreut,Bayern,13.49636675,48.76579679,13.84111091,49.00104427
6870,Thurmansbang,Bayern,13.12207534,48.64149828,13.48772946,48.91010331
6871,Zenting,Bayern,13.07524932,48.65619393,13.42026208,48.91419015
6872,Fürsteneck,Bayern,13.29206112,48.62371701,13.61307385,48.84785501
6873,Perlesreut,Bayern,13.25884331,48.65614563,13.62653443,48.90699745
6874,Annathaler Wald,Bayern,13.46248117,48.77821547,13.79955877,49.00512174
6875,Frauenberger und Duschlberger Wald,Bayern,13.55599449,48.69156407,13.95081484,48.91095537
6876,Graineter Wald,Bayern,13.52054829,48.7164775,13.86442606,48.91847759
6877,Leopoldsreuter Wald,Bayern,13.54802081,48.73063009,13.8923894,48.95574949
6878,Mauther Forst,Bayern,13.3699183,48.81894419,13.78077008,49.06383488
6879,Philippsreuter Wald,Bayern,13.5493033,48.77261007,13.86026704,48.97044429
6880,Pleckensteiner Wald,Bayern,13.61040137,48.6634223,13.97545269,48.87672698
6881,Sankt Oswald,Bayern,13.27865864,48.81281465,13.59641652,49.06134422
6882,Schlichtenberger Wald,Bayern,13.45173154,48.73491824,13.83434928,48.96467897
6883,Schönbrunner Wald,Bayern,13.36996131,48.78901499,13.7044162,49.03751166
6884,Waldhäuserwald,Bayern,13.30572093,48.79813544,13.62513891,49.04977461
6885,Abensberg,Bayern,11.65567268,48.68538096,12.05847936,48.98393893
6886,Bad Abbach,Bayern,11.83269965,48.77158927,12.26991873,49.05363284
6887,Kelheim,Bayern,11.581646,48.76475368,12.15014367,49.05457142
6888,Mainburg,Bayern,11.55705009,48.50988075,11.96337892,48.78249074
6889,Neustadt a.d.Donau,Bayern,11.55880639,48.65485732,11.9647843,48.99975215
6890,Painten,Bayern,11.62939476,48.88074865,12.03322809,49.11317425
6891,Riedenburg,Bayern,11.45874078,48.82823687,11.9402369,49.11142924
6892,Rohr i.NB,Bayern,11.77156591,48.63515518,12.17693424,48.91615038
6893,Essing,Bayern,11.62802608,48.82911581,11.97779978,49.06159054
6894,Ihrlerstein,Bayern,11.66947307,48.8343856,12.02124281,49.06684436
6895,Saal a.d.Donau,Bayern,11.73546999,48.72786503,12.12472333,49.00176356
6896,Teugn,Bayern,11.83105086,48.78226249,12.18581605,49.00104711
6897,Hausen,Bayern,11.80231396,48.71679539,12.17057112,48.96910358
6898,Herrngiersdorf,Bayern,11.89483592,48.65995983,12.23982185,48.90902629
6899,Langquaid,Bayern,11.84218153,48.68492892,12.25256917,48.96968194
6900,Biburg,Bayern,11.68379926,48.67464697,12.0209608,48.89521943
6901,Kirchdorf,Bayern,11.74430033,48.64831851,12.08197124,48.88542558
6902,Siegenburg,Bayern,11.6471983,48.61758005,12.03442722,48.86264687
6903,Train,Bayern,11.64899039,48.61878078,11.98749947,48.83516596
6904,Wildenberg,Bayern,11.74101965,48.60970238,12.08196049,48.84429591
6905,Aiglsbach,Bayern,11.51874014,48.55843219,11.89647593,48.81238127
6906,Attenhofen,Bayern,11.66007382,48.54013439,12.03723588,48.77473437
6907,Elsendorf,Bayern,11.61786703,48.58770695,12.02993305,48.81245076
6908,Volkenschwand,Bayern,11.67475597,48.48883833,12.0465345,48.72753154
6909,Dürnbucher Forst,Bayern,11.51950403,48.62777231,11.9507608,48.85972442
6910,Frauenforst,Bayern,11.73759983,48.83508977,12.06936633,49.08601372
6911,Hacklberg,Bayern,11.63982178,48.83370697,11.92640424,49.02366818
6912,Adlkofen,Bayern,12.07940638,48.4145533,12.49916248,48.67085593
6913,Altdorf,Bayern,11.90529594,48.44535285,12.26192923,48.67988735
6914,Bodenkirchen,Bayern,12.21126326,48.25459759,12.61845909,48.54548388
6915,Buch a.Erlbach,Bayern,11.85666802,48.3263805,12.24441887,48.56496887
6916,Eching,Bayern,11.86625988,48.36687834,12.22996075,48.60637191
6917,Ergolding,Bayern,11.93604077,48.45913619,12.33170833,48.71687613
6918,Essenbach,Bayern,11.99320601,48.47539092,12.4409498,48.7649606
6919,Geisenhausen,Bayern,12.06058728,48.32092716,12.47680916,48.60458596
6920,Hohenthann,Bayern,11.87226282,48.51942539,12.3083098,48.79810704
6921,Kumhausen,Bayern,11.99945603,48.37287642,12.40116431,48.62375591
6922,Neufahrn i.NB,Bayern,11.95165312,48.60836636,12.35903151,48.85887938
6923,Niederaichbach,Bayern,12.13906154,48.45760381,12.50936574,48.7257973
6924,Pfeffenhausen,Bayern,11.74224622,48.52909026,12.16207359,48.81565262
6925,Rottenburg a.d.Laaber,Bayern,11.81227418,48.57820976,12.26905761,48.86252249
6926,Tiefenbach,Bayern,11.9343599,48.37090825,12.28946545,48.61249601
6927,Vilsbiburg,Bayern,12.13783916,48.29456316,12.56445037,48.58409732
6928,Vilsheim,Bayern,11.93570363,48.32699508,12.29752393,48.56233339
6929,Bruckberg,Bayern,11.82275233,48.40194992,12.20088468,48.67131563
6930,Bayerbach b.Ergoldsbach,Bayern,12.13001105,48.58600947,12.48224859,48.83734334
6931,Ergoldsbach,Bayern,12.01085366,48.56143178,12.41320847,48.81932966
6932,Furth,Bayern,11.81636133,48.48232067,12.22182554,48.69356388
6933,Obersüßbach,Bayern,11.75611923,48.4830523,12.11436639,48.71588467
6934,Weihmichl,Bayern,11.82767881,48.50156854,12.21411297,48.7468566
6935,Postau,Bayern,12.12062774,48.53308183,12.51054742,48.78387737
6936,Weng,Bayern,12.19536541,48.55122581,12.53390535,48.77970827
6937,Wörth a.d.Isar,Bayern,12.18258765,48.52580641,12.50210277,48.72546219
6938,Aham,Bayern,12.2756228,48.3959008,12.64433099,48.65102641
6939,Gerzen,Bayern,12.21629873,48.38059255,12.58243506,48.61351649
6940,Kröning,Bayern,12.17534868,48.40011548,12.56527795,48.66440246
6941,Schalkham,Bayern,12.2575784,48.36144857,12.61464602,48.59141551
6942,Altfraunhofen,Bayern,12.0091764,48.33406073,12.36868109,48.56462092
6943,Baierbach,Bayern,12.01221452,48.30481217,12.37198033,48.52215419
6944,Neufraunhofen,Bayern,12.03531171,48.27480951,12.40026904,48.5142372
6945,Velden,Bayern,12.06142234,48.2310302,12.48728985,48.51283702
6946,Wurmsham,Bayern,12.14552308,48.22718546,12.50888641,48.47125697
6947,Aicha vorm Wald,Bayern,13.11875482,48.56619325,13.49847593,48.79255621
6948,Aldersbach,Bayern,12.84904771,48.4633357,13.25914139,48.72110892
6949,Bad Füssing,Bayern,13.07846952,48.20316134,13.53514812,48.47743418
6950,Breitenberg,Bayern,13.58543355,48.57101668,13.97315697,48.81469288
6951,Büchlberg,Bayern,13.34764791,48.55391017,13.72465184,48.80373262
6952,Eging a.See,Bayern,13.06568486,48.59167696,13.44195817,48.83108731
6953,Fürstenstein,Bayern,13.15068831,48.5960653,13.49702335,48.83359324
6954,Fürstenzell,Bayern,13.12038759,48.36783653,13.5216174,48.68023757
6955,Bad Griesbach i.Rottal,Bayern,12.97999731,48.31715642,13.40393281,48.62193449
6956,Haarbach,Bayern,12.95182586,48.37633969,13.33843058,48.62677605
6957,Hauzenberg,Bayern,13.40669695,48.50901774,13.85688965,48.78170256
6958,Hofkirchen,Bayern,12.97392163,48.56092381,13.36345322,48.79647035
6959,Hutthurm,Bayern,13.2948021,48.55765361,13.66610486,48.81864085
6960,Kirchham,Bayern,13.07203659,48.23520892,13.43171983,48.45666724
6961,Kößlarn,Bayern,12.94640309,48.25241971,13.30188618,48.48749765
6962,Neuburg a.Inn,Bayern,13.21018006,48.38883395,13.59270407,48.64613543
6963,Neuhaus a.Inn,Bayern,13.2321075,48.31736282,13.58232581,48.58874659
6964,Neukirchen vorm Wald,Bayern,13.21071707,48.57501427,13.58927309,48.80902893
6965,Obernzell,Bayern,13.41848813,48.45628405,13.79338247,48.68300146
6966,Ortenburg,Bayern,13.01474335,48.41963967,13.42323055,48.69352566
6967,Pocking,Bayern,13.09548196,48.27082456,13.55803579,48.52919964
6968,Ruderting,Bayern,13.22063135,48.55333857,13.57965925,48.76524484
6969,Ruhstorf a.d.Rott,Bayern,13.09922643,48.33047693,13.53825523,48.60138086
6970,Salzweg,Bayern,13.30143861,48.50540361,13.66128118,48.74174105
6971,Sonnen,Bayern,13.54067531,48.55242089,13.89496556,48.78132494
6972,Tettenweis,Bayern,13.09210298,48.31919176,13.45122587,48.55424592
6973,Thyrnau,Bayern,13.37687097,48.4753161,13.72422084,48.74297911
6974,Tiefenbach,Bayern,13.15351925,48.51177113,13.57897349,48.76143724
6975,Untergriesbach,Bayern,13.44599426,48.42357399,13.89110502,48.72578952
6976,Vilshofen an der Donau,Bayern,12.95617651,48.48136322,13.45331263,48.76961074
6977,Wegscheid,Bayern,13.57010029,48.46452741,13.96244902,48.76801688
6978,Windorf,Bayern,13.06691339,48.5125527,13.47687131,48.7780649
6979,Tittling,Bayern,13.19403185,48.61689681,13.54309832,48.85148438
6980,Witzmannsberg,Bayern,13.25265375,48.60639426,13.59057274,48.84882498
6981,Aidenbach,Bayern,12.86292813,48.44226608,13.24645186,48.66854735
6982,Beutelsbach,Bayern,12.94093062,48.44060546,13.30977299,48.66882341
6983,Malching,Bayern,12.98686009,48.20488853,13.35977518,48.44617793
6984,Rotthalmünster,Bayern,13.01151576,48.25318258,13.38139573,48.50674577
6985,Arnbruck,Bayern,12.77668946,49.01346269,13.20219746,49.25584367
6986,Bayerisch Eisenstein,Bayern,12.99570738,48.9713549,13.37295961,49.26338845
6987,Bischofsmais,Bayern,12.87098425,48.78987832,13.2757218,49.04824847
6988,Bodenmais,Bayern,12.91078693,48.94609474,13.30567461,49.21349841
6989,Böbrach,Bayern,12.85976368,48.91765412,13.25170013,49.16769419
6990,Drachselsried,Bayern,12.82745061,48.9763138,13.22780545,49.23211585
6991,Frauenau,Bayern,13.08914096,48.85673598,13.55271406,49.10966533
6992,Geiersthal,Bayern,12.80381405,48.92264283,13.15199819,49.1628707
6993,Kirchberg i.Wald,Bayern,12.98120443,48.76771407,13.38624542,49.02659267
6994,Kirchdorf i.Wald,Bayern,13.07930063,48.7828489,13.43226943,49.05000124
6995,Kollnburg,Bayern,12.66820874,48.90136015,13.08622773,49.16618979
6996,Langdorf,Bayern,12.97158879,48.90270165,13.34147815,49.15889431
6997,Lindberg,Bayern,13.09029006,48.91617644,13.54152202,49.21032386
6998,Patersdorf,Bayern,12.794908,48.88088956,13.15288504,49.11308118
6999,Prackenbach,Bayern,12.62689663,48.96685588,13.01469225,49.22511728
7000,Regen,Bayern,12.91223104,48.8347604,13.34853678,49.09924087
7001,Rinchnach,Bayern,13.01392613,48.8287453,13.40733776,49.0731859
7002,Teisnach,Bayern,12.8479732,48.89897474,13.23567519,49.13602628
7003,Viechtach,Bayern,12.70504271,48.9552138,13.13142408,49.22736108
7004,Zwiesel,Bayern,13.02785904,48.88774065,13.4014493,49.16199806
7005,Achslach,Bayern,12.7104045,48.84554948,13.08847035,49.09998394
7006,Gotteszell,Bayern,12.79623045,48.8386621,13.11682572,49.0640359
7007,Ruhmannsfelden,Bayern,12.82246542,48.87288154,13.137609,49.0914852
7008,Zachenberg,Bayern,12.8420076,48.85323323,13.21020534,49.09585796
7009,Arnstorf,Bayern,12.61712832,48.41132245,13.03011643,48.6978667
7010,Dietersburg,Bayern,12.73206305,48.37535481,13.17242014,48.62336742
7011,Eggenfelden,Bayern,12.56438932,48.28007743,12.93313016,48.53560412
7012,Egglham,Bayern,12.86627911,48.39532735,13.24108508,48.64437278
7013,Gangkofen,Bayern,12.33543939,48.31003272,12.78842215,48.61479842
7014,Hebertsfelden,Bayern,12.63587541,48.28868657,13.0028888,48.57668423
7015,Johanniskirchen,Bayern,12.75499771,48.42071936,13.15797215,48.67325449
7016,Julbach,Bayern,12.75962468,48.14777862,13.10206744,48.36238661
7017,Kirchdorf a.Inn,Bayern,12.75731324,48.1176658,13.14682693,48.37083713
7018,Mitterskirchen,Bayern,12.55235357,48.23140658,12.91239088,48.47071979
7019,Pfarrkirchen,Bayern,12.76339656,48.30313697,13.14527424,48.57460068
7020,Postmünster,Bayern,12.70410318,48.29064233,13.08077778,48.56692539
7021,Roßbach,Bayern,12.73434646,48.4513084,13.13052026,48.70650909
7022,Schönau,Bayern,12.64590922,48.36728043,13.02768139,48.61752133
7023,Simbach a.Inn,Bayern,12.80710425,48.16381147,13.21572752,48.41026317
7024,Triftern,Bayern,12.78519344,48.25702882,13.22788815,48.53463116
7025,Unterdietfurt,Bayern,12.49969504,48.2637582,12.84463155,48.52579075
7026,Wittibreut,Bayern,12.81487017,48.21991316,13.21380568,48.46376462
7027,Wurmannsquick,Bayern,12.60281159,48.22317597,13.01086905,48.48022305
7028,Zeilarn,Bayern,12.6869461,48.1681398,13.05245897,48.43063137
7029,Falkenberg,Bayern,12.53356968,48.3220707,12.92779876,48.61260565
7030,Malgersdorf,Bayern,12.57903904,48.41348708,12.90791275,48.63725334
7031,Rimbach,Bayern,12.4888054,48.3411554,12.83134763,48.59177629
7032,Geratskirchen,Bayern,12.4726076,48.24226954,12.82506379,48.45930504
7033,Massing,Bayern,12.42985401,48.26913109,12.79827305,48.53007954
7034,Bayerbach,Bayern,12.95344013,48.30022613,13.30893871,48.52539655
7035,Bad Birnbach,Bayern,12.85218909,48.28711758,13.27796531,48.58134288
7036,Reut,Bayern,12.75500225,48.16861795,13.10449043,48.42727454
7037,Tann,Bayern,12.71534207,48.21324546,13.08796541,48.48654345
7038,Ering,Bayern,12.9372625,48.18749932,13.31149261,48.44205571
7039,Stubenberg,Bayern,12.89784631,48.18739961,13.23677458,48.45632899
7040,Bogen,Bayern,12.49448004,48.78211066,12.93563724,49.0425777
7041,Feldkirchen,Bayern,12.34602915,48.71409199,12.72212818,48.94371396
7042,Geiselhöring,Bayern,12.15629563,48.66926503,12.63988425,48.95397691
7043,Haibach,Bayern,12.54071041,48.90957994,12.91808806,49.14745026
7044,Kirchroth,Bayern,12.30092896,48.82135031,12.70571421,49.0812668
7045,Konzell,Bayern,12.53288457,48.94956631,12.87868545,49.20225313
7046,Laberweinting,Bayern,12.09916839,48.63203254,12.53477967,48.95203427
7047,Leiblfing,Bayern,12.29524693,48.62587629,12.7464281,48.91163749
7048,Mallersdorf-Pfaffenberg,Bayern,11.99165927,48.63175057,12.4307958,48.92756946
7049,Oberschneiding,Bayern,12.45503016,48.64308738,12.86962577,48.91702645
7050,Parkstetten,Bayern,12.42224089,48.80673986,12.80070647,49.03226913
7051,Rattenberg,Bayern,12.58212336,48.94834612,12.94285878,49.20931873
7052,Sankt Englmar,Bayern,12.63408948,48.87263395,13.01726734,49.14468229
7053,Steinach,Bayern,12.42192043,48.84091056,12.79233933,49.07073061
7054,Wiesenfelden,Bayern,12.33669332,48.89299278,12.75466127,49.19109241
7055,Loitzendorf,Bayern,12.48138901,48.98821435,12.82986884,49.19978175
7056,Rattiszell,Bayern,12.45390837,48.91679527,12.81080435,49.15400249
7057,Stallwang,Bayern,12.45709037,48.94278163,12.82309062,49.18557397
7058,Ascha,Bayern,12.44915291,48.87037891,12.79774511,49.10903206
7059,Falkenfels,Bayern,12.43124798,48.88258822,12.75312949,49.11912463
7060,Haselbach,Bayern,12.50739035,48.88160089,12.86417368,49.13622604
7061,Mitterfels,Bayern,12.49176822,48.85961098,12.84505199,49.08282409
7062,Hunderdorf,Bayern,12.53928137,48.82561829,12.89871957,49.0695937
7063,Neukirchen,Bayern,12.57612598,48.86445143,12.95239733,49.09698026
7064,Windberg,Bayern,12.59996771,48.84120586,12.92579797,49.05288658
7065,Aholfing,Bayern,12.3018393,48.81913852,12.65647188,49.05628837
7066,Atting,Bayern,12.33135405,48.77913435,12.66311039,49.00552136
7067,Perkam,Bayern,12.26460355,48.75152475,12.61671225,48.97745175
7068,Rain,Bayern,12.28823737,48.77941523,12.62666364,49.01230638
7069,Mariaposching,Bayern,12.64062326,48.73348502,12.98652137,48.96880188
7070,Niederwinkling,Bayern,12.62016252,48.74064902,12.98493932,48.99666195
7071,Perasdorf,Bayern,12.63197635,48.83606696,12.98587821,49.06929946
7072,Schwarzach,Bayern,12.65263957,48.79914409,13.02709721,49.05758816
7073,Aiterhofen,Bayern,12.44219515,48.72950403,12.86997778,48.99691016
7074,Salching,Bayern,12.40299148,48.68972992,12.76662806,48.92380645
7075,Irlbach,Bayern,12.57656178,48.7284944,12.90472893,48.97510099
7076,Straßkirchen,Bayern,12.52722804,48.70020969,12.90437767,48.96628966
7077,Dingolfing,Bayern,12.29393552,48.47494885,12.6585085,48.7511135
7078,Eichendorf,Bayern,12.60406966,48.50039402,13.10276617,48.77183143
7079,Frontenhausen,Bayern,12.34906375,48.39063957,12.70533057,48.65049088
7080,Landau a.d.Isar,Bayern,12.49172591,48.51192371,12.92643836,48.8003767
7081,Loiching,Bayern,12.25852701,48.44363341,12.60864207,48.74040981
7082,Marklkofen,Bayern,12.33791512,48.42690563,12.74470496,48.68551514
7083,Mengkofen,Bayern,12.18890003,48.58723344,12.67156372,48.85532954
7084,Moosthenning,Bayern,12.24711601,48.5551277,12.71373559,48.82664309
7085,Niederviehbach,Bayern,12.2134218,48.46872685,12.55150228,48.73487927
7086,Pilsting,Bayern,12.40193162,48.57286113,12.84985517,48.84770208
7087,Reisbach,Bayern,12.39060151,48.39184066,12.85055796,48.71414876
7088,Simbach,Bayern,12.51942908,48.41770833,12.91366557,48.70450569
7089,Wallersdorf,Bayern,12.5370497,48.58176798,12.96338218,48.88876929
7090,Gottfrieding,Bayern,12.3665764,48.49336635,12.7110343,48.76198703
7091,Mamming,Bayern,12.41649714,48.51026043,12.78978703,48.7727008
7092,Amberg,Bayern,11.63920395,49.32220096,12.05167551,49.58678725
7093,Regensburg,Bayern,11.89309748,48.87706761,12.32834837,49.16605137
7094,Weiden i.d.OPf.,Bayern,11.92550272,49.52507879,12.40311824,49.8018216
7095,Ammerthal,Bayern,11.60472574,49.32953176,11.92545161,49.55418427
7096,Auerbach i.d.OPf.,Bayern,11.40544007,49.53322798,11.80849773,49.85073241
7097,Ebermannsdorf,Bayern,11.78094529,49.25539614,12.20160514,49.51135435
7098,Edelsfeld,Bayern,11.52361716,49.46083324,11.90979191,49.71480988
7099,Ensdorf,Bayern,11.69842694,49.22572453,12.14868873,49.47666667
7100,Freihung,Bayern,11.71458088,49.47105984,12.11935404,49.73493221
7101,Freudenberg,Bayern,11.73485405,49.32492828,12.17921087,49.60331041
7102,Hirschau,Bayern,11.73387858,49.40016385,12.14645562,49.70413612
7103,Hohenburg,Bayern,11.58521105,49.18988067,12.0219788,49.43963706
7104,Kastl,Bayern,11.4863689,49.21757797,11.88840208,49.50640364
7105,Kümmersbruck,Bayern,11.67404681,49.2817816,12.08706037,49.55381197
7106,Poppenricht,Bayern,11.62252445,49.37446711,11.98727375,49.59139243
7107,Rieden,Bayern,11.72010342,49.18815291,12.11886156,49.42833805
7108,Schmidmühlen,Bayern,11.73308463,49.12452124,12.12064834,49.39901105
7109,Schnaittenbach,Bayern,11.83834893,49.39057418,12.25772776,49.66807052
7110,Sulzbach-Rosenberg,Bayern,11.52599364,49.3722291,11.9548886,49.65281534
7111,Ursensollen,Bayern,11.56544572,49.23559897,11.99371687,49.5191205
7112,Vilseck,Bayern,11.58696666,49.47435359,12.01983237,49.74207002
7113,Gebenbach,Bayern,11.69457248,49.43573759,12.05728341,49.66528739
7114,Hahnbach,Bayern,11.58873033,49.39483637,12.02678959,49.68289483
7115,Hirschbach,Bayern,11.37265555,49.45246923,11.79180233,49.69915296
7116,Königstein,Bayern,11.42319744,49.48011371,11.85829076,49.73447187
7117,Etzelwang,Bayern,11.40358116,49.42150416,11.76863563,49.64786597
7118,Neukirchen b.Sulzbach-Rosenberg,Bayern,11.45296631,49.39444438,11.84306418,49.66661534
7119,Weigendorf,Bayern,11.39567385,49.39253058,11.76427647,49.60653325
7120,Birgland,Bayern,11.4180426,49.29699925,11.81810365,49.57590304
7121,Illschwang,Bayern,11.49147729,49.32165972,11.89684358,49.59089739
7122,Eichen,Bayern,11.61140463,49.36170865,11.91821345,49.56307341
7123,Arnschwang,Bayern,12.62806703,49.13601418,13.00320958,49.3907078
7124,Arrach,Bayern,12.82236792,49.0677277,13.16432363,49.31697081
7125,Blaibach,Bayern,12.64114867,49.03374168,12.97679294,49.27892436
7126,Cham,Bayern,12.42116685,49.04675438,12.89244463,49.35860156
7127,Chamerau,Bayern,12.57988724,49.08019506,12.9632094,49.32382879
7128,Eschlkam,Bayern,12.7338394,49.15488211,13.15048494,49.43467109
7129,Furth im Wald,Bayern,12.60850807,49.16133617,13.05731558,49.44070569
7130,Grafenwiesen,Bayern,12.71630015,49.09551057,13.04787798,49.31353586
7131,Hohenwarth,Bayern,12.76369287,49.08170742,13.1109477,49.3211416
7132,Bad Kötzting,Bayern,12.66982688,49.03817858,13.10760372,49.32524618
7133,Lam,Bayern,12.8741741,49.06507332,13.25155981,49.32171077
7134,Miltach,Bayern,12.59530596,49.02037609,12.9627602,49.27120182
7135,Neukirchen b.Hl.Blut,Bayern,12.78748885,49.13165064,13.23048195,49.39567068
7136,Pemfling,Bayern,12.42990025,49.12709624,12.79070577,49.41178419
7137,Rimbach,Bayern,12.69463262,49.11741115,13.09490414,49.34853759
7138,Roding,Bayern,12.23406914,49.04405219,12.70616672,49.36670706
7139,Rötz,Bayern,12.34021263,49.20310828,12.72445829,49.5034871
7140,Runding,Bayern,12.55931131,49.10670139,12.94749869,49.339087
7141,Schönthal,Bayern,12.40902936,49.22128308,12.79042396,49.48797228
7142,Schorndorf,Bayern,12.41266937,49.03502489,12.78588419,49.29672391
7143,Traitsching,Bayern,12.44032858,49.00603391,12.85136679,49.27477975
7144,Waffenbrunn,Bayern,12.49238276,49.15813567,12.84908552,49.41185014
7145,Waldmünchen,Bayern,12.47300564,49.20198531,12.92365285,49.52411902
7146,Willmering,Bayern,12.51641131,49.14107357,12.84621273,49.36093879
7147,Zandt,Bayern,12.55535531,49.02190633,12.89698794,49.26454163
7148,Lohberg,Bayern,12.90860996,49.02232552,13.30786681,49.29537135
7149,Tiefenbach,Bayern,12.38956059,49.3023178,12.79570756,49.57965994
7150,Treffelstein,Bayern,12.45636859,49.2931799,12.7959245,49.54299372
7151,Pösing,Bayern,12.380647,49.13034375,12.72314257,49.33725356
7152,Stamsried,Bayern,12.31743519,49.14758365,12.7157385,49.40574688
7153,Gleißenberg,Bayern,12.57341749,49.20867581,12.92395435,49.4414212
7154,Weiding,Bayern,12.56320798,49.13443291,12.94699993,49.39303388
7155,Reichenbach,Bayern,12.18595921,49.06563397,12.51001253,49.29427836
7156,Walderbach,Bayern,12.20968933,49.06722927,12.584297,49.32422141
7157,Zell,Bayern,12.23185018,49.00993737,12.60209226,49.27363854
7158,Wald,Bayern,12.16781166,48.99815142,12.54006017,49.2630926
7159,Falkenstein,Bayern,12.27388883,48.96664473,12.68390098,49.23199647
7160,Michelsneukirchen,Bayern,12.34004247,48.99379434,12.73287676,49.24107594
7161,Rettenbach,Bayern,12.27317288,48.93913392,12.64163717,49.18686797
7162,Berching,Bayern,11.21592105,48.97250974,11.71243504,49.27643981
7163,Berg b.Neumarkt i.d.OPf.,Bayern,11.23364013,49.21431453,11.63779462,49.49974945
7164,Breitenbrunn,Bayern,11.39948192,48.95731403,11.84837658,49.22605014
7165,Deining,Bayern,11.33386651,49.06705918,11.74032156,49.36071951
7166,Dietfurt a.d.Altmühl,Bayern,11.37810748,48.86170075,11.81349453,49.18635627
7167,Freystadt,Bayern,11.1248046,49.02412492,11.53797136,49.34529193
7168,Hohenfels,Bayern,11.63183279,49.06219378,12.07929217,49.38840472
7169,Lauterhofen,Bayern,11.30784749,49.21812084,11.8009211,49.52181505
7170,Lupburg,Bayern,11.57193166,49.02999894,11.93449316,49.29105194
7171,Mühlhausen,Bayern,11.23741588,49.05468234,11.62835818,49.29834397
7172,Neumarkt i.d.OPf.,Bayern,11.23747179,49.14664579,11.72358279,49.4090283
7173,Parsberg,Bayern,11.52734989,49.00647049,11.92752848,49.31859204
7174,Postbauer-Heng,Bayern,11.17938359,49.16099337,11.52924244,49.41809238
7175,Pyrbaum,Bayern,11.04848094,49.15479442,11.47849184,49.41527322
7176,Seubersdorf i.d.OPf.,Bayern,11.40179579,49.02348886,11.82746296,49.29619664
7177,Velburg,Bayern,11.41567379,49.09651499,11.92534898,49.43002964
7178,Berngau,Bayern,11.20707361,49.13088347,11.56545097,49.37863834
7179,Pilsach,Bayern,11.34435634,49.19245543,11.74819951,49.46915157
7180,Sengenthal,Bayern,11.25754769,49.09963904,11.63545918,49.34011002
7181,Altenstadt a.d.Waldnaab,Bayern,11.94188933,49.60845573,12.30887598,49.84141777
7182,Eslarn,Bayern,12.31061988,49.44568271,12.73188457,49.71828255
7183,Floß,Bayern,12.07149379,49.59367621,12.47400341,49.86128101
7184,Flossenbürg,Bayern,12.17474565,49.62343787,12.54343056,49.86064829
7185,Grafenwöhr,Bayern,11.50219537,49.53321018,12.13697616,49.83965818
7186,Luhe-Wildenau,Bayern,11.92972261,49.45843088,12.33542673,49.70843149
7187,Mantel,Bayern,11.83312673,49.54688298,12.22429821,49.76418074
7188,Moosbach,Bayern,12.21496935,49.4308229,12.6281641,49.71598258
7189,Neustadt a.d.Waldnaab,Bayern,11.99842014,49.61241644,12.33360848,49.84189658
7190,Vohenstrauß,Bayern,12.10235871,49.46822753,12.55030126,49.75664739
7191,Waidhaus,Bayern,12.31055733,49.51540451,12.66830053,49.78018176
7192,Waldthurn,Bayern,12.11738718,49.5653999,12.5273515,49.80694255
7193,Windischeschenbach,Bayern,11.95535093,49.68543471,12.35239167,49.94562257
7194,Kirchendemenreuth,Bayern,11.90345029,49.64922934,12.32099233,49.8910497
7195,Parkstein,Bayern,11.8695194,49.59256871,12.25373387,49.86473452
7196,Püchersreuth,Bayern,12.02348832,49.65030041,12.40583109,49.89501876
7197,Störnstein,Bayern,12.02896582,49.63066931,12.3757057,49.85109612
7198,Theisseil,Bayern,12.03663982,49.57407102,12.42918783,49.81565976
7199,Trabitz,Bayern,11.71067411,49.6480369,12.0831894,49.90077713
7200,Pressath,Bayern,11.77058892,49.61779189,12.19002294,49.91272949
7201,Schwarzenbach,Bayern,11.82985937,49.60671338,12.18512792,49.83031607
7202,Etzenricht,Bayern,11.92543594,49.50719735,12.26337349,49.73858902
7203,Kohlberg,Bayern,11.83001299,49.47895787,12.2283604,49.72942276
7204,Weiherhammer,Bayern,11.76044939,49.51700686,12.23458829,49.76972482
7205,Kirchenthumbach,Bayern,11.49011163,49.62209974,11.9402776,49.9010077
7206,Schlammersdorf,Bayern,11.55396715,49.67235231,11.92611213,49.90801683
7207,Vorbach,Bayern,11.56106273,49.70365582,11.94643257,49.9247414
7208,Eschenbach i.d.OPf.,Bayern,11.62301248,49.62288752,12.03212817,49.86337885
7209,Neustadt am Kulm,Bayern,11.65006243,49.71195228,12.02409725,49.94162895
7210,Speinshart,Bayern,11.62982416,49.66880371,12.01322117,49.93042281
7211,Irchenrieth,Bayern,12.07304302,49.52169162,12.3799524,49.73324716
7212,Pirk,Bayern,11.99965112,49.49574086,12.37278549,49.73273808
7213,Schirmitz,Bayern,12.01808941,49.55017118,12.33792462,49.75284222
7214,Bechtsrieth,Bayern,12.05297429,49.54364458,12.37271655,49.75225661
7215,Leuchtenberg,Bayern,12.08067985,49.45780524,12.44289476,49.71075657
7216,Tännesberg,Bayern,12.120185,49.41495802,12.541692,49.67306314
7217,Georgenberg,Bayern,12.20850531,49.58399396,12.62363206,49.8346439
7218,Pleystein,Bayern,12.22740161,49.51667897,12.62048625,49.77785676
7219,Heinersreuther Forst,Bayern,11.49106845,49.68315296,11.83950616,49.8970883
